,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,auc,avg_node_degree,degree_null_auc,is_immune
GO:0031330,GO:0031330,negative regulation of cellular catabolic process,3/93,262/18722,0.141670945,0.311270132,0.26555525,MCL1/ANXA2/CST3,3,0.63,17.80825788,0.726666667,0
GO:0001516,GO:0001516,prostaglandin biosynthetic process,1/93,31/18722,0.143154643,0.311270132,0.26555525,CD74,1,NA,NA,NA,0
GO:0001782,GO:0001782,B cell homeostasis,1/93,31/18722,0.143154643,0.311270132,0.26555525,CD74,1,NA,NA,NA,1
GO:0008045,GO:0008045,motor neuron axon guidance,1/93,31/18722,0.143154643,0.311270132,0.26555525,RAC1,1,NA,NA,NA,0
GO:0036475,GO:0036475,neuron death in response to oxidative stress,1/93,31/18722,0.143154643,0.311270132,0.26555525,MCL1,1,NA,NA,NA,0
GO:0044819,GO:0044819,mitotic G1/S transition checkpoint signaling,1/93,31/18722,0.143154643,0.311270132,0.26555525,CDK2,1,NA,NA,NA,0
GO:0046386,GO:0046386,deoxyribose phosphate catabolic process,1/93,31/18722,0.143154643,0.311270132,0.26555525,DUT,1,NA,NA,NA,0
GO:0046457,GO:0046457,prostanoid biosynthetic process,1/93,31/18722,0.143154643,0.311270132,0.26555525,CD74,1,NA,NA,NA,0
GO:0070633,GO:0070633,transepithelial transport,1/93,31/18722,0.143154643,0.311270132,0.26555525,ACTB,1,NA,NA,NA,0
GO:0071711,GO:0071711,basement membrane organization,1/93,31/18722,0.143154643,0.311270132,0.26555525,CTSS,1,NA,NA,NA,0
GO:0110150,GO:0110150,negative regulation of biomineralization,1/93,31/18722,0.143154643,0.311270132,0.26555525,SRGN,1,NA,NA,NA,0
GO:1900027,GO:1900027,regulation of ruffle assembly,1/93,31/18722,0.143154643,0.311270132,0.26555525,PFN1,1,NA,NA,NA,0
GO:1901797,GO:1901797,negative regulation of signal transduction by p53 class mediator,1/93,31/18722,0.143154643,0.311270132,0.26555525,CD74,1,NA,NA,NA,0
GO:0061041,GO:0061041,regulation of wound healing,2/93,134/18722,0.143245012,0.311270132,0.26555525,HBEGF/ANXA2,2,0.650165017,15.40299319,0.707920792,0
GO:0015833,GO:0015833,peptide transport,3/93,264/18722,0.143971581,0.312152191,0.266307765,CD74/HLA-DRB1/RAC1,3,0.903333333,19.44600171,0.79,0
GO:0050730,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,3/93,264/18722,0.143971581,0.312152191,0.266307765,HBEGF/CSF1R/CD74,3,0.593333333,10.50313819,0.63,0
GO:0043401,GO:0043401,steroid hormone mediated signaling pathway,2/93,136/18722,0.146663277,0.317503172,0.270872871,TAF7/NR3C1,2,0.861386139,4.348488151,0.297029703,0
GO:0008156,GO:0008156,negative regulation of DNA replication,1/93,32/18722,0.147418011,0.317503172,0.270872871,S100A11,1,NA,NA,NA,0
GO:0019835,GO:0019835,cytolysis,1/93,32/18722,0.147418011,0.317503172,0.270872871,LYZ,1,NA,NA,NA,0
GO:0030431,GO:0030431,sleep,1/93,32/18722,0.147418011,0.317503172,0.270872871,FOS,1,NA,NA,NA,0
GO:0034243,GO:0034243,regulation of transcription elongation from RNA polymerase II promoter,1/93,32/18722,0.147418011,0.317503172,0.270872871,TCERG1,1,NA,NA,NA,0
GO:0035767,GO:0035767,endothelial cell chemotaxis,1/93,32/18722,0.147418011,0.317503172,0.270872871,RAB13,1,NA,NA,NA,0
GO:0030879,GO:0030879,mammary gland development,2/93,137/18722,0.148378804,0.318164683,0.271437228,CSF1R/APRT,2,0.448844884,7.472082357,0.51980198,0
GO:0045471,GO:0045471,response to ethanol,2/93,137/18722,0.148378804,0.318164683,0.271437228,CD14/SOD2,2,0.891089109,25.23550862,0.96039604,0
GO:0050684,GO:0050684,regulation of mRNA processing,2/93,137/18722,0.148378804,0.318164683,0.271437228,WTAP/QKI,2,0.577557756,7.53054292,0.51980198,0
GO:0050714,GO:0050714,positive regulation of protein secretion,2/93,137/18722,0.148378804,0.318164683,0.271437228,HLA-DRB1/RAC1,2,0.702970297,21.66365976,0.816831683,0
GO:0055076,GO:0055076,transition metal ion homeostasis,2/93,138/18722,0.150098484,0.32095955,0.273821625,NDFIP1/FTH1,2,0.066006601,13.03806823,0.554455446,0
GO:0001881,GO:0001881,receptor recycling,1/93,33/18722,0.151660393,0.32095955,0.273821625,ANXA2,1,NA,NA,NA,0
GO:0002431,GO:0002431,Fc receptor mediated stimulatory signaling pathway,1/93,33/18722,0.151660393,0.32095955,0.273821625,FCER1G,1,NA,NA,NA,1
GO:0009156,GO:0009156,ribonucleoside monophosphate biosynthetic process,1/93,33/18722,0.151660393,0.32095955,0.273821625,APRT,1,NA,NA,NA,0
GO:0010737,GO:0010737,protein kinase A signaling,1/93,33/18722,0.151660393,0.32095955,0.273821625,RAB13,1,NA,NA,NA,0
GO:0010984,GO:0010984,regulation of lipoprotein particle clearance,1/93,33/18722,0.151660393,0.32095955,0.273821625,ANXA2,1,NA,NA,NA,0
GO:0021696,GO:0021696,cerebellar cortex morphogenesis,1/93,33/18722,0.151660393,0.32095955,0.273821625,RORA,1,NA,NA,NA,0
GO:0035025,GO:0035025,positive regulation of Rho protein signal transduction,1/93,33/18722,0.151660393,0.32095955,0.273821625,RAC1,1,NA,NA,NA,0
GO:0045648,GO:0045648,positive regulation of erythrocyte differentiation,1/93,33/18722,0.151660393,0.32095955,0.273821625,HSPA1B,1,NA,NA,NA,1
GO:0045920,GO:0045920,negative regulation of exocytosis,1/93,33/18722,0.151660393,0.32095955,0.273821625,RAP1B,1,NA,NA,NA,0
GO:0046685,GO:0046685,response to arsenic-containing substance,1/93,33/18722,0.151660393,0.32095955,0.273821625,ZFAND2A,1,NA,NA,NA,0
GO:1902275,GO:1902275,regulation of chromatin organization,1/93,33/18722,0.151660393,0.32095955,0.273821625,MLLT3,1,NA,NA,NA,0
GO:0072521,GO:0072521,purine-containing compound metabolic process,4/93,416/18722,0.15264375,0.322531396,0.275162621,ELOVL1/ACOT9/RORA/APRT,4,0.353535354,6.979142038,0.492424242,0
GO:0048872,GO:0048872,homeostasis of number of cells,3/93,272/18722,0.153297459,0.322531396,0.275162621,CD74/HSPA1B/RPS6,3,0.226666667,11.23088207,0.583333333,0
GO:0031333,GO:0031333,negative regulation of protein-containing complex assembly,2/93,140/18722,0.153549973,0.322531396,0.275162621,STMN1/PFN1,2,0.339933993,13.29331062,0.584158416,0
GO:0006119,GO:0006119,oxidative phosphorylation,2/93,141/18722,0.15528162,0.322531396,0.275162621,NDUFS2/NDUFA2,2,0.372937294,4.439129001,0.311881188,0
GO:0048284,GO:0048284,organelle fusion,2/93,141/18722,0.15528162,0.322531396,0.275162621,RAB13/ANXA2,2,0.937293729,18.51525159,0.792079208,0
GO:0000038,GO:0000038,very long-chain fatty acid metabolic process,1/93,34/18722,0.155881892,0.322531396,0.275162621,ELOVL1,1,NA,NA,NA,0
GO:0009112,GO:0009112,nucleobase metabolic process,1/93,34/18722,0.155881892,0.322531396,0.275162621,APRT,1,NA,NA,NA,0
GO:0010661,GO:0010661,positive regulation of muscle cell apoptotic process,1/93,34/18722,0.155881892,0.322531396,0.275162621,SOD2,1,NA,NA,NA,0
GO:0032212,GO:0032212,positive regulation of telomere maintenance via telomerase,1/93,34/18722,0.155881892,0.322531396,0.275162621,TCP1,1,NA,NA,NA,0
GO:0034383,GO:0034383,low-density lipoprotein particle clearance,1/93,34/18722,0.155881892,0.322531396,0.275162621,ANXA2,1,NA,NA,NA,0
GO:0043276,GO:0043276,anoikis,1/93,34/18722,0.155881892,0.322531396,0.275162621,MCL1,1,NA,NA,NA,0
GO:0043516,GO:0043516,"regulation of DNA damage response, signal transduction by p53 class mediator",1/93,34/18722,0.155881892,0.322531396,0.275162621,CD74,1,NA,NA,NA,0
GO:0044319,GO:0044319,"wound healing, spreading of cells",1/93,34/18722,0.155881892,0.322531396,0.275162621,HBEGF,1,NA,NA,NA,0
GO:0048261,GO:0048261,negative regulation of receptor-mediated endocytosis,1/93,34/18722,0.155881892,0.322531396,0.275162621,RAC1,1,NA,NA,NA,0
GO:0050869,GO:0050869,negative regulation of B cell activation,1/93,34/18722,0.155881892,0.322531396,0.275162621,NDFIP1,1,NA,NA,NA,1
GO:0050931,GO:0050931,pigment cell differentiation,1/93,34/18722,0.155881892,0.322531396,0.275162621,CD63,1,NA,NA,NA,0
GO:0051973,GO:0051973,positive regulation of telomerase activity,1/93,34/18722,0.155881892,0.322531396,0.275162621,TCP1,1,NA,NA,NA,0
GO:0055094,GO:0055094,response to lipoprotein particle,1/93,34/18722,0.155881892,0.322531396,0.275162621,FCER1G,1,NA,NA,NA,0
GO:0090505,GO:0090505,epiboly involved in wound healing,1/93,34/18722,0.155881892,0.322531396,0.275162621,HBEGF,1,NA,NA,NA,0
GO:0098751,GO:0098751,bone cell development,1/93,34/18722,0.155881892,0.322531396,0.275162621,ANXA2,1,NA,NA,NA,0
GO:1990000,GO:1990000,amyloid fibril formation,1/93,34/18722,0.155881892,0.322531396,0.275162621,PFDN6,1,NA,NA,NA,0
GO:0046034,GO:0046034,ATP metabolic process,3/93,277/18722,0.159222261,0.327052295,0.279019556,NDUFS2/NDUFA2/HSPA1B,3,0.426666667,4.400856825,0.31,0
GO:0006298,GO:0006298,mismatch repair,1/93,35/18722,0.160082608,0.327052295,0.279019556,PMS2,1,NA,NA,NA,0
GO:0007020,GO:0007020,microtubule nucleation,1/93,35/18722,0.160082608,0.327052295,0.279019556,HSPA1B,1,NA,NA,NA,0
GO:0009119,GO:0009119,ribonucleoside metabolic process,1/93,35/18722,0.160082608,0.327052295,0.279019556,APRT,1,NA,NA,NA,0
GO:0018149,GO:0018149,peptide cross-linking,1/93,35/18722,0.160082608,0.327052295,0.279019556,SPOCK2,1,NA,NA,NA,0
GO:0021955,GO:0021955,central nervous system neuron axonogenesis,1/93,35/18722,0.160082608,0.327052295,0.279019556,SZT2,1,NA,NA,NA,0
GO:0034331,GO:0034331,cell junction maintenance,1/93,35/18722,0.160082608,0.327052295,0.279019556,CSF1R,1,NA,NA,NA,0
GO:0035633,GO:0035633,maintenance of blood-brain barrier,1/93,35/18722,0.160082608,0.327052295,0.279019556,ACTB,1,NA,NA,NA,0
GO:0048821,GO:0048821,erythrocyte development,1/93,35/18722,0.160082608,0.327052295,0.279019556,RPS6,1,NA,NA,NA,1
GO:0060236,GO:0060236,regulation of mitotic spindle organization,1/93,35/18722,0.160082608,0.327052295,0.279019556,HSPA1B,1,NA,NA,NA,0
GO:0072528,GO:0072528,pyrimidine-containing compound biosynthetic process,1/93,35/18722,0.160082608,0.327052295,0.279019556,DUT,1,NA,NA,NA,0
GO:0090504,GO:0090504,epiboly,1/93,35/18722,0.160082608,0.327052295,0.279019556,HBEGF,1,NA,NA,NA,0
GO:0050808,GO:0050808,synapse organization,4/93,426/18722,0.162026681,0.330677095,0.282111997,ACTB/SRGN/SPOCK2/PFN1,4,0.656565657,17.76436982,0.747474747,0
GO:0061351,GO:0061351,neural precursor cell proliferation,2/93,145/18722,0.162245691,0.330777342,0.282197521,NDUFS2/RORA,2,0.716171617,4.468866962,0.321782178,0
GO:0007043,GO:0007043,cell-cell junction assembly,2/93,146/18722,0.163995688,0.331762828,0.283038273,RAB13/ACTB,2,0.630363036,17.69452673,0.752475248,0
GO:0036314,GO:0036314,response to sterol,1/93,36/18722,0.164262643,0.331762828,0.283038273,RORA,1,NA,NA,NA,0
GO:0042119,GO:0042119,neutrophil activation,1/93,36/18722,0.164262643,0.331762828,0.283038273,FCER1G,1,NA,NA,NA,1
GO:0044743,GO:0044743,protein transmembrane import into intracellular organelle,1/93,36/18722,0.164262643,0.331762828,0.283038273,GRPEL2,1,NA,NA,NA,0
GO:0045191,GO:0045191,regulation of isotype switching,1/93,36/18722,0.164262643,0.331762828,0.283038273,NDFIP1,1,NA,NA,NA,1
GO:0045742,GO:0045742,positive regulation of epidermal growth factor receptor signaling pathway,1/93,36/18722,0.164262643,0.331762828,0.283038273,HBEGF,1,NA,NA,NA,0
GO:0051385,GO:0051385,response to mineralocorticoid,1/93,36/18722,0.164262643,0.331762828,0.283038273,FOS,1,NA,NA,NA,0
GO:0071402,GO:0071402,cellular response to lipoprotein particle stimulus,1/93,36/18722,0.164262643,0.331762828,0.283038273,FCER1G,1,NA,NA,NA,0
GO:1902229,GO:1902229,regulation of intrinsic apoptotic signaling pathway in response to DNA damage,1/93,36/18722,0.164262643,0.331762828,0.283038273,CD74,1,NA,NA,NA,0
GO:1902850,GO:1902850,microtubule cytoskeleton organization involved in mitosis,2/93,147/18722,0.165749122,0.333588835,0.284596103,STMN1/HSPA1B,2,0.069306931,4.900939758,0.341584158,0
GO:0014074,GO:0014074,response to purine-containing compound,2/93,148/18722,0.167505916,0.333588835,0.284596103,RAP1B/FOS,2,0.313531353,8.588703103,0.48019802,0
GO:0043484,GO:0043484,regulation of RNA splicing,2/93,148/18722,0.167505916,0.333588835,0.284596103,WTAP/QKI,2,0.577557756,7.53054292,0.51980198,0
GO:0044272,GO:0044272,sulfur compound biosynthetic process,2/93,148/18722,0.167505916,0.333588835,0.284596103,ELOVL1/CHST12,2,0.099009901,6.420768586,0.455445545,0
GO:0051384,GO:0051384,response to glucocorticoid,2/93,148/18722,0.167505916,0.333588835,0.284596103,NR3C1/FOS,2,0.445544554,9.378848451,0.53960396,0
GO:1903900,GO:1903900,regulation of viral life cycle,2/93,148/18722,0.167505916,0.333588835,0.284596103,CD74/HLA-DRB1,2,0.99009901,18.02561745,0.757425743,0
GO:0015850,GO:0015850,organic hydroxy compound transport,3/93,284/18722,0.167634201,0.333588835,0.284596103,ACTB/NPC2/ANXA2,3,0.936666667,23.00212555,0.88,0
GO:0052548,GO:0052548,regulation of endopeptidase activity,4/93,432/18722,0.167756953,0.333588835,0.284596103,SPOCK2/ANXA2/CST3/CST7,4,0.518518519,16.36341885,0.76010101,0
GO:0006904,GO:0006904,vesicle docking involved in exocytosis,1/93,37/18722,0.168422098,0.333588835,0.284596103,RAB13,1,NA,NA,NA,0
GO:0031646,GO:0031646,positive regulation of nervous system process,1/93,37/18722,0.168422098,0.333588835,0.284596103,CST7,1,NA,NA,NA,0
GO:0032570,GO:0032570,response to progesterone,1/93,37/18722,0.168422098,0.333588835,0.284596103,FOS,1,NA,NA,NA,0
GO:0033363,GO:0033363,secretory granule organization,1/93,37/18722,0.168422098,0.333588835,0.284596103,SRGN,1,NA,NA,NA,0
GO:0042401,GO:0042401,cellular biogenic amine biosynthetic process,1/93,37/18722,0.168422098,0.333588835,0.284596103,SAT1,1,NA,NA,NA,0
GO:0043029,GO:0043029,T cell homeostasis,1/93,37/18722,0.168422098,0.333588835,0.284596103,RPS6,1,NA,NA,NA,1
GO:0043368,GO:0043368,positive T cell selection,1/93,37/18722,0.168422098,0.333588835,0.284596103,CD74,1,NA,NA,NA,1
GO:0043687,GO:0043687,post-translational protein modification,1/93,37/18722,0.168422098,0.333588835,0.284596103,WIPI2,1,NA,NA,NA,0
GO:0072529,GO:0072529,pyrimidine-containing compound catabolic process,1/93,37/18722,0.168422098,0.333588835,0.284596103,DUT,1,NA,NA,NA,0
GO:1902745,GO:1902745,positive regulation of lamellipodium organization,1/93,37/18722,0.168422098,0.333588835,0.284596103,RAC1,1,NA,NA,NA,0
GO:1904358,GO:1904358,positive regulation of telomere maintenance via telomere lengthening,1/93,37/18722,0.168422098,0.333588835,0.284596103,TCP1,1,NA,NA,NA,0
GO:0002683,GO:0002683,negative regulation of immune system process,4/93,434/18722,0.169683244,0.335745199,0.286435771,NDFIP1/CD74/HLA-DRB1/CST7,4,0.962962963,11.77484847,0.580808081,1
GO:0001959,GO:0001959,regulation of cytokine-mediated signaling pathway,2/93,150/18722,0.171029286,0.336770023,0.287310084,CD74/HSPA1B,2,0.052805281,9.667499048,0.51980198,0
GO:0070665,GO:0070665,positive regulation of leukocyte proliferation,2/93,150/18722,0.171029286,0.336770023,0.287310084,CSF1R/CD74,2,0.594059406,12.11604756,0.683168317,0
GO:0097193,GO:0097193,intrinsic apoptotic signaling pathway,3/93,288/18722,0.172499497,0.336770023,0.287310084,MCL1/CD74/SOD2,3,0.306666667,14.91020821,0.666666667,0
GO:0009309,GO:0009309,amine biosynthetic process,1/93,38/18722,0.172561073,0.336770023,0.287310084,SAT1,1,NA,NA,NA,0
GO:0009595,GO:0009595,detection of biotic stimulus,1/93,38/18722,0.172561073,0.336770023,0.287310084,HLA-DRB1,1,NA,NA,NA,0
GO:0030279,GO:0030279,negative regulation of ossification,1/93,38/18722,0.172561073,0.336770023,0.287310084,SRGN,1,NA,NA,NA,0
GO:0032373,GO:0032373,positive regulation of sterol transport,1/93,38/18722,0.172561073,0.336770023,0.287310084,ANXA2,1,NA,NA,NA,0
GO:0032376,GO:0032376,positive regulation of cholesterol transport,1/93,38/18722,0.172561073,0.336770023,0.287310084,ANXA2,1,NA,NA,NA,0
GO:0035337,GO:0035337,fatty-acyl-CoA metabolic process,1/93,38/18722,0.172561073,0.336770023,0.287310084,ELOVL1,1,NA,NA,NA,0
GO:0035886,GO:0035886,vascular associated smooth muscle cell differentiation,1/93,38/18722,0.172561073,0.336770023,0.287310084,SOD2,1,NA,NA,NA,0
GO:0048246,GO:0048246,macrophage chemotaxis,1/93,38/18722,0.172561073,0.336770023,0.287310084,CSF1R,1,NA,NA,NA,1
GO:0072538,GO:0072538,T-helper 17 type immune response,1/93,38/18722,0.172561073,0.336770023,0.287310084,RORA,1,NA,NA,NA,1
GO:1901186,GO:1901186,positive regulation of ERBB signaling pathway,1/93,38/18722,0.172561073,0.336770023,0.287310084,HBEGF,1,NA,NA,NA,0
GO:0071333,GO:0071333,cellular response to glucose stimulus,2/93,151/18722,0.172795713,0.336770023,0.287310084,HLA-DRB1/RAC1,2,0.712871287,21.66365976,0.816831683,0
GO:2001236,GO:2001236,regulation of extrinsic apoptotic signaling pathway,2/93,151/18722,0.172795713,0.336770023,0.287310084,MCL1/HSPA1B,2,0.940594059,4.189132845,0.301980198,0
GO:0071375,GO:0071375,cellular response to peptide hormone stimulus,3/93,290/18722,0.174947447,0.340622679,0.290596917,RAB13/RAP1B/APRT,3,0.166666667,7.807469656,0.463333333,0
GO:0071331,GO:0071331,cellular response to hexose stimulus,2/93,153/18722,0.176337682,0.34092697,0.290856518,HLA-DRB1/RAC1,2,0.702970297,21.66365976,0.816831683,0
GO:0002701,GO:0002701,negative regulation of production of molecular mediator of immune response,1/93,39/18722,0.176679667,0.34092697,0.290856518,NDFIP1,1,NA,NA,NA,1
GO:0016572,GO:0016572,histone phosphorylation,1/93,39/18722,0.176679667,0.34092697,0.290856518,CDK2,1,NA,NA,NA,0
GO:0017158,GO:0017158,regulation of calcium ion-dependent exocytosis,1/93,39/18722,0.176679667,0.34092697,0.290856518,RAP1B,1,NA,NA,NA,0
GO:0021587,GO:0021587,cerebellum morphogenesis,1/93,39/18722,0.176679667,0.34092697,0.290856518,RORA,1,NA,NA,NA,0
GO:0045923,GO:0045923,positive regulation of fatty acid metabolic process,1/93,39/18722,0.176679667,0.34092697,0.290856518,CD74,1,NA,NA,NA,0
GO:0071548,GO:0071548,response to dexamethasone,1/93,39/18722,0.176679667,0.34092697,0.290856518,NR3C1,1,NA,NA,NA,0
GO:0090224,GO:0090224,regulation of spindle organization,1/93,39/18722,0.176679667,0.34092697,0.290856518,HSPA1B,1,NA,NA,NA,0
GO:2000249,GO:2000249,regulation of actin cytoskeleton reorganization,1/93,39/18722,0.176679667,0.34092697,0.290856518,CSF1R,1,NA,NA,NA,0
GO:0010632,GO:0010632,regulation of epithelial cell migration,3/93,292/18722,0.177405334,0.341988303,0.291761978,HBEGF/RAC1/PFN1,3,0.7,16.89104797,0.723333333,0
GO:0008360,GO:0008360,regulation of cell shape,2/93,154/18722,0.178113079,0.342674075,0.292347033,CSF1R/RAC1,2,0.775577558,15.75408987,0.742574257,0
GO:0071326,GO:0071326,cellular response to monosaccharide stimulus,2/93,154/18722,0.178113079,0.342674075,0.292347033,HLA-DRB1/RAC1,2,0.712871287,21.66365976,0.816831683,0
GO:0051604,GO:0051604,protein maturation,3/93,294/18722,0.179872963,0.343055291,0.292672262,CTSS/SRGN/CST7,3,0.586666667,15.10959987,0.693333333,0
GO:0034614,GO:0034614,cellular response to reactive oxygen species,2/93,155/18722,0.179891321,0.343055291,0.292672262,SOD2/FOS,2,0.722772277,19.32278725,0.816831683,0
GO:1903364,GO:1903364,positive regulation of cellular protein catabolic process,2/93,155/18722,0.179891321,0.343055291,0.292672262,HSPA1B/ZFAND2A,2,1,3.725489028,0.257425743,0
GO:0007339,GO:0007339,binding of sperm to zona pellucida,1/93,40/18722,0.180777981,0.343055291,0.292672262,TCP1,1,NA,NA,NA,0
GO:0009187,GO:0009187,cyclic nucleotide metabolic process,1/93,40/18722,0.180777981,0.343055291,0.292672262,RORA,1,NA,NA,NA,0
GO:0009394,GO:0009394,2'-deoxyribonucleotide metabolic process,1/93,40/18722,0.180777981,0.343055291,0.292672262,DUT,1,NA,NA,NA,0
GO:0010543,GO:0010543,regulation of platelet activation,1/93,40/18722,0.180777981,0.343055291,0.292672262,FCER1G,1,NA,NA,NA,0
GO:0030866,GO:0030866,cortical actin cytoskeleton organization,1/93,40/18722,0.180777981,0.343055291,0.292672262,RAB13,1,NA,NA,NA,0
GO:0031111,GO:0031111,negative regulation of microtubule polymerization or depolymerization,1/93,40/18722,0.180777981,0.343055291,0.292672262,STMN1,1,NA,NA,NA,0
GO:0045740,GO:0045740,positive regulation of DNA replication,1/93,40/18722,0.180777981,0.343055291,0.292672262,RAC1,1,NA,NA,NA,0
GO:0071276,GO:0071276,cellular response to cadmium ion,1/93,40/18722,0.180777981,0.343055291,0.292672262,FOS,1,NA,NA,NA,0
GO:0071526,GO:0071526,semaphorin-plexin signaling pathway,1/93,40/18722,0.180777981,0.343055291,0.292672262,RAC1,1,NA,NA,NA,0
GO:0150077,GO:0150077,regulation of neuroinflammatory response,1/93,40/18722,0.180777981,0.343055291,0.292672262,CST7,1,NA,NA,NA,0
GO:1901998,GO:1901998,toxin transport,1/93,40/18722,0.180777981,0.343055291,0.292672262,TCP1,1,NA,NA,NA,0
GO:0009267,GO:0009267,cellular response to starvation,2/93,156/18722,0.181672339,0.344416791,0.293833804,SZT2/WIPI2,2,0.97359736,2.129448596,0.059405941,0
GO:0002262,GO:0002262,myeloid cell homeostasis,2/93,157/18722,0.183456062,0.34678539,0.295854538,HSPA1B/RPS6,2,0.841584158,9.3409803,0.50990099,1
GO:0007034,GO:0007034,vacuolar transport,2/93,157/18722,0.183456062,0.34678539,0.295854538,NDFIP1/PSAP,2,0.04950495,13.55710568,0.579207921,0
GO:2000377,GO:2000377,regulation of reactive oxygen species metabolic process,2/93,157/18722,0.183456062,0.34678539,0.295854538,SOD2/RAC1,2,0.927392739,23.97637802,0.910891089,0
GO:0031647,GO:0031647,regulation of protein stability,3/93,298/18722,0.184836657,0.347743817,0.296672204,HSPA1B/TCP1/PFN1,3,0.716666667,9.529253435,0.44,0
GO:0007099,GO:0007099,centriole replication,1/93,41/18722,0.184856112,0.347743817,0.296672204,CDK2,1,NA,NA,NA,0
GO:0009167,GO:0009167,purine ribonucleoside monophosphate metabolic process,1/93,41/18722,0.184856112,0.347743817,0.296672204,APRT,1,NA,NA,NA,0
GO:0032735,GO:0032735,positive regulation of interleukin-12 production,1/93,41/18722,0.184856112,0.347743817,0.296672204,SCIMP,1,NA,NA,NA,0
GO:1905521,GO:1905521,regulation of macrophage migration,1/93,41/18722,0.184856112,0.347743817,0.296672204,CSF1R,1,NA,NA,NA,1
GO:0042254,GO:0042254,ribosome biogenesis,3/93,299/18722,0.186083362,0.34971458,0.298353531,RPS27/RPS6/DDX21,3,0.94,10.32984408,0.536666667,0
GO:0010591,GO:0010591,regulation of lamellipodium assembly,1/93,42/18722,0.188914159,0.351304554,0.299709992,RAC1,1,NA,NA,NA,0
GO:0014912,GO:0014912,negative regulation of smooth muscle cell migration,1/93,42/18722,0.188914159,0.351304554,0.299709992,GNA12,1,NA,NA,NA,0
GO:0016601,GO:0016601,Rac protein signal transduction,1/93,42/18722,0.188914159,0.351304554,0.299709992,RAC1,1,NA,NA,NA,0
GO:0019692,GO:0019692,deoxyribose phosphate metabolic process,1/93,42/18722,0.188914159,0.351304554,0.299709992,DUT,1,NA,NA,NA,0
GO:0021575,GO:0021575,hindbrain morphogenesis,1/93,42/18722,0.188914159,0.351304554,0.299709992,RORA,1,NA,NA,NA,0
GO:0030890,GO:0030890,positive regulation of B cell proliferation,1/93,42/18722,0.188914159,0.351304554,0.299709992,CD74,1,NA,NA,NA,1
GO:0032689,GO:0032689,negative regulation of interferon-gamma production,1/93,42/18722,0.188914159,0.351304554,0.299709992,HLA-DRB1,1,NA,NA,NA,0
GO:0045047,GO:0045047,protein targeting to ER,1/93,42/18722,0.188914159,0.351304554,0.299709992,ZFAND2A,1,NA,NA,NA,0
GO:0055090,GO:0055090,acylglycerol homeostasis,1/93,42/18722,0.188914159,0.351304554,0.299709992,RORA,1,NA,NA,NA,0
GO:0070328,GO:0070328,triglyceride homeostasis,1/93,42/18722,0.188914159,0.351304554,0.299709992,RORA,1,NA,NA,NA,0
GO:1903432,GO:1903432,regulation of TORC1 signaling,1/93,42/18722,0.188914159,0.351304554,0.299709992,SZT2,1,NA,NA,NA,0
GO:0051056,GO:0051056,regulation of small GTPase mediated signal transduction,3/93,302/18722,0.189836963,0.352683747,0.300886629,STMN1/DENND4B/RAC1,3,0.48,10.19130675,0.453333333,0
GO:0007162,GO:0007162,negative regulation of cell adhesion,3/93,303/18722,0.191092578,0.354079146,0.302077091,NDFIP1/CD74/HLA-DRB1,3,0.78,13.19805415,0.59,0
GO:0021953,GO:0021953,central nervous system neuron differentiation,2/93,162/18722,0.192412822,0.354079146,0.302077091,SZT2/RORA,2,0.749174917,3.8519441,0.227722772,0
GO:0051100,GO:0051100,negative regulation of binding,2/93,162/18722,0.192412822,0.354079146,0.302077091,ZNF593/ACTB,2,0.194719472,12.1446233,0.465346535,0
GO:0051494,GO:0051494,negative regulation of cytoskeleton organization,2/93,162/18722,0.192412822,0.354079146,0.302077091,STMN1/PFN1,2,0.333333333,13.29331062,0.584158416,0
GO:0060759,GO:0060759,regulation of response to cytokine stimulus,2/93,162/18722,0.192412822,0.354079146,0.302077091,CD74/HSPA1B,2,0.056105611,9.667499048,0.51980198,0
GO:0001709,GO:0001709,cell fate determination,1/93,43/18722,0.192952221,0.354079146,0.302077091,MCL1,1,NA,NA,NA,0
GO:0002861,GO:0002861,regulation of inflammatory response to antigenic stimulus,1/93,43/18722,0.192952221,0.354079146,0.302077091,HLA-DRB1,1,NA,NA,NA,1
GO:0009268,GO:0009268,response to pH,1/93,43/18722,0.192952221,0.354079146,0.302077091,CTSS,1,NA,NA,NA,0
GO:0036230,GO:0036230,granulocyte activation,1/93,43/18722,0.192952221,0.354079146,0.302077091,FCER1G,1,NA,NA,NA,1
GO:0042088,GO:0042088,T-helper 1 type immune response,1/93,43/18722,0.192952221,0.354079146,0.302077091,HLA-DRB1,1,NA,NA,NA,1
GO:0042771,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,1/93,43/18722,0.192952221,0.354079146,0.302077091,CD74,1,NA,NA,NA,0
GO:0045776,GO:0045776,negative regulation of blood pressure,1/93,43/18722,0.192952221,0.354079146,0.302077091,SOD2,1,NA,NA,NA,0
GO:0060443,GO:0060443,mammary gland morphogenesis,1/93,43/18722,0.192952221,0.354079146,0.302077091,CSF1R,1,NA,NA,NA,0
GO:0061025,GO:0061025,membrane fusion,2/93,163/18722,0.194211328,0.355719149,0.303476234,RAB13/ANXA2,2,0.937293729,18.51525159,0.792079208,0
